name,01-06-2021,02-06-2021,03-06-2021,04-06-2021,05-06-2021,06-06-2021,07-06-2021,08-06-2021,09-06-2021,10-06-2021,11-06-2021,12-06-2021,13-06-2021,14-06-2021,15-06-2021,16-06-2021,17-06-2021,18-06-2021,19-06-2021,20-06-2021,21-06-2021,22-06-2021,23-06-2021,24-06-2021,25-06-2021
Oscar Lewis,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,no,yes,yes,yes,no,no
Mrs. Laura Potter,yes,no,no,yes,yes,no,yes,yes,no,yes,no,yes,no,no,yes,no,no,yes,yes,yes,no,yes,no,yes,no
Kimberly Oneill,no,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no
Antonio Wilson,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,no
Jasmine Ortiz,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes,no,no,no
Lauren Jimenez,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no
Shawn Davis,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,yes,no,no
Nicholas George,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,no
Taylor Wilson,no,no,no,yes,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,yes,no,no
Andrea Clark,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no
Allison Shepherd,yes,no,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no
Christopher Morrison,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,no,no,yes,yes,no,no
Melissa Wright,yes,no,no,no,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no
Dillon Hart,yes,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,yes,no
John Watkins,no,no,no,no,yes,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,yes,yes,no
Drew Martinez,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no
Jennifer Hurst,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no
Juan Aguilar,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no
Kristina Graham,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,no
Jeffrey Smith,yes,no,no,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,no,yes,yes,no
Nicole Hardy,yes,yes,no,yes,no,no,yes,no,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,yes,no,yes
Gary Ortiz,yes,yes,no,yes,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no
Elizabeth Fleming,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no
Heather Wilcox,yes,no,no,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,yes,yes,yes,no
Mitchell Mathis,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,no
Jeffrey Clark,no,no,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,yes
Andrea Rowland,no,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no
Matthew Davidson,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,yes,yes
Darrell Ross,no,yes,no,yes,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,no
Mary Morgan,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,no,yes,yes,no
Jasmine Lopez,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,yes,yes,no,no
Bruce Jones,yes,yes,no,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no
Michelle Barnes,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,no
Marissa Webb,yes,no,no,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no
Natalie Henderson,yes,yes,no,no,yes,yes,yes,no,yes,yes,no,yes,no,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,no
Michael Johnson,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,no,yes,yes,no,yes
Cassandra Zamora,no,yes,no,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no
Raymond Humphrey,yes,yes,no,no,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,yes,yes,no
Dr. Lauren Howard,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,no,yes,yes,no,yes
Valerie Joseph,no,no,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,yes,yes,no,no
Lee Rodriguez,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,yes,no,no
Gregory Fuller,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,yes
Catherine Bryant,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,yes
Olivia Figueroa,no,no,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,yes,no,yes,yes,yes,no,no,yes,yes,no
Douglas Robinson,yes,yes,no,no,yes,no,no,no,yes,yes,no,yes,no,no,no,no,no,yes,yes,yes,no,yes,no,yes,no
Katherine Drake,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,no,yes,yes,no,yes,no,yes,yes,no
Alisha Lawson,yes,yes,no,yes,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no
Tara Smith,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes,no,yes,no
Katherine Jenkins,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,yes,yes,no,no,yes,yes,no
Jose Santiago,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,no,no,yes,no,no
Katherine Rose,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,no,no,yes,yes,no
Edward Perez,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,no,yes,no,no
Harry Franco,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,yes,no,yes
David Lynn,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no,yes,yes,yes,no
David Smith,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,no
Alicia Williams,no,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no,yes,no,no,no,yes,yes,no,no,yes,no,no
Jose Cortez,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,yes,no,yes,yes,no,no,no,yes,yes,no
Andrew Hurst,no,no,no,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,yes,no
Stephen Chen,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no
John Allen PhD,yes,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no
Kimberly Lucas,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no
Lisa Cole,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,no,no,no,no,no,yes,yes,yes,no,yes,yes,yes,no
Susan Miller,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no
Laura Rodriguez,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no
Brandon Price,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,no,yes,yes,no,no
Vincent Miles,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no
Trevor Paul,yes,yes,no,no,yes,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,no,yes,yes,no,no
Jeffrey Sweeney,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,yes,no
Andrew Bell,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,yes,yes,no
Erica Lucas,yes,no,no,yes,yes,no,yes,no,yes,yes,no,yes,no,no,yes,yes,no,yes,yes,yes,no,yes,yes,no,no
Desiree Coleman,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no
Caroline Schmidt,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,yes,no,no,yes,yes,no,no,yes,no,no
Scott Johnson,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no
Tonya Parker,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no
Tara Reed,yes,yes,no,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,yes,yes,no,no,yes,yes,no,yes
James Ortiz,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,yes,no
James Bell,no,yes,no,yes,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no
Theresa Powell,yes,no,no,yes,no,no,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no,no,no
Kristy Everett,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,yes
Steven Hernandez,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no
Scott Morgan,yes,yes,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,yes,yes
Jacqueline Jackson,yes,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,yes,no
John Morrow,yes,yes,no,yes,no,yes,no,no,yes,yes,yes,no,no,yes,no,no,no,no,yes,no,no,yes,yes,yes,yes
Raymond Cobb,yes,yes,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,no
Dominic Adkins,no,yes,no,yes,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,no
Andrew Jones,yes,yes,no,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,yes
Rachel Lopez,yes,yes,no,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no
Isabel Perry,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,yes,no
Benjamin Rosales,no,no,no,no,yes,yes,no,no,yes,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,yes,no,no,no
Andres Hansen,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,yes,yes,yes,no
Lee Green,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,no,no
Travis Thomas,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,yes,yes,yes,yes
John Weber,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,yes,no,no,yes,no,yes
John Perez,no,yes,no,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,no,no,no
Mr. Todd Smith,yes,no,no,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,yes,no
Tonya Johnson,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,yes
Michelle Perez,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no
Courtney Rodgers,yes,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,yes,no
Amber Patton,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,yes,no,yes,yes,no
Brian Jackson,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,no,yes
Bradley King,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes
Danielle Anderson,no,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no,yes,yes,no,yes
Kathleen Hernandez,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,no,yes,yes,no
Kenneth Thompson,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,no
Travis Ross,no,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no
Ashley Kelly,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no
Sarah Moore,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no
William Vaughn,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,yes
Vincent King,yes,no,no,yes,no,no,yes,no,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no
Andrea Rice,no,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,no,yes,no,no
Emily Lopez,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,no,no,yes,no,no
Rachel Reeves,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,no,yes,no,yes,no,no,no,yes,yes,no,no,yes,yes,no
Joseph Keith,yes,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,yes,no,yes,yes,yes,no
Justin Mcmahon,yes,yes,no,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no
Dillon Williams,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,yes,no,yes,yes,yes,no,no,yes,yes,no
Lauren Cross,no,no,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,yes,yes,no
Patrick Bailey,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,no
Nathan Mercer,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,no
Ryan Ramos,yes,yes,no,yes,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,no,yes,no
Jason Garcia,yes,no,no,yes,yes,yes,no,no,yes,yes,yes,no,yes,no,no,yes,no,yes,yes,no,yes,no,yes,no,no
Nicole Adams,yes,no,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,no
Joshua Smith,no,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,yes,no,yes,yes,yes,no,no,yes,yes,no
Mrs. Kristin Williams MD,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no
Henry Rowe,yes,yes,no,no,yes,no,no,yes,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no
Joanna Doyle,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,no,no,no
Michael Woods,yes,yes,no,yes,no,yes,no,no,yes,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,no
Sara Anderson,no,yes,no,no,yes,no,yes,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no,no
Eileen Allen,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes
Susan Johnson,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no
Mary Sanders,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no
Jessica Singleton,yes,no,no,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,yes,no
Joanne Dunn MD,yes,no,no,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no
Justin Wilson,no,no,no,yes,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,yes,yes,no,yes
Tonya Stephens,yes,no,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,no,no,no,yes
Hannah Allison,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,no,yes,no,yes,no,yes,yes,yes,no,yes,yes,no,no
Gary Stone,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,yes,yes,no,yes,yes,yes,no,no
Diana Smith,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,yes
Samantha Young,yes,yes,no,no,no,yes,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,no,yes,no,no,yes,no,no
Raymond Barnett,yes,no,no,yes,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no
Jenny Clark,no,yes,no,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no
Stephanie Meyer,yes,yes,no,no,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,yes,no,no
David West,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,yes,no,no
Veronica Klein,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes
Cory Irwin,yes,no,no,yes,yes,no,yes,no,no,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,no,yes,no,yes
Vernon Smith,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no
Earl Williams,no,no,no,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no
Casey Valentine,no,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,no,yes,yes,yes,no,no,yes,no,no
Heather Schmidt,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no
Ronald Stewart,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no
Jerome Russell,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,yes,yes,no,no,no,yes,no,no
Marie Morales,no,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no
John Brown,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,yes,no
Billy Jones,yes,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,no
Michael Phelps,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,yes,yes,no,no,yes,yes,no
Lindsay Barry,no,no,no,yes,no,yes,yes,no,yes,yes,no,no,no,yes,yes,no,no,no,yes,yes,yes,no,no,no,no
Darlene Williams,yes,yes,no,yes,no,yes,no,no,yes,yes,yes,no,no,yes,no,no,yes,yes,yes,yes,yes,yes,no,no,no
Linda White,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,no,no
Michael Chan,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,no,no,no,no,yes,no,yes,yes,yes,no,yes,yes,no,no
Luke Anderson,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,yes,no,yes,no,yes,no,yes
Courtney Jacobs,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,no,yes,no,no,no
Alejandro Harrington,no,no,no,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,yes
Eileen Salas,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,yes,no,no
Alec Carr,yes,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no
Tiffany Jones,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no
Rita Velez,no,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,yes
Gary Dillon,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,no,yes,no,yes,no,yes,no,no,no
Tara Castillo,yes,no,no,yes,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,no,no
James Elliott,no,no,no,yes,yes,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,yes,yes,no,yes,yes,yes,no
Michael Doyle,yes,no,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,no
Keith Johnson,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,no,yes,no,yes,yes,yes,yes
Jacob Patterson,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no
Kevin Gomez,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no
Austin Carroll,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,yes,no,yes,yes,yes,no,no,yes,no,no
Tara Alvarez,yes,no,no,no,yes,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,no,no,no,yes,no,no
Robert Williams,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,yes,yes,no
Ashley Ochoa,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,no,no,yes,no,yes,yes,yes,no,yes,yes,no
Selena Carpenter,yes,no,no,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,no,no
Donald Stewart,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,yes
Casey Barker,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no
Kevin Martinez MD,yes,yes,no,yes,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no
Aaron Green,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,yes,no,no
Dustin Trujillo,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,no
Shannon Wolfe,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,no,yes,yes,yes,no
Jason Baird,no,no,no,yes,yes,yes,yes,no,no,yes,no,yes,no,no,no,no,yes,yes,no,yes,yes,no,no,no,yes
Sharon Richardson,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,yes,no,no
Monique Adams,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no
Curtis Clayton,no,yes,no,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,yes,yes,no
David Hancock,no,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,no
Steven Sanchez,yes,yes,no,no,no,yes,no,no,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no
Nathan Oconnor,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no
Pamela Wiggins,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,no
Omar Owen,yes,yes,no,no,yes,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,no,yes,no
John Wilson,yes,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,no
James Pham,yes,yes,no,yes,no,no,no,no,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,yes,no,no
Nicholas Gregory,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,yes,no,yes,no,yes,yes,no,no,no,yes,no,no
Brandon Hill,no,yes,no,yes,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,yes,no,no
